Time,Iteration,Cost,Parameters
Sat Aug 24 06:56:20 2024,138,0.18597434092623036,[-2.81748212  2.23483945 -2.11191018 -0.11674171  0.54678969]
Sat Aug 24 06:57:31 2024,139,0.18860868873033856,[-2.81648235  2.23583922 -2.11290995 -0.11774148  0.54778946]
Sat Aug 24 06:58:42 2024,140,0.18378319257083706,[-2.81496764  2.23432452 -2.11139525 -0.11925619  0.54930417]
Sat Aug 24 06:59:53 2024,141,0.17961790282999435,[-2.81428826  2.23364514 -2.11071587 -0.11857681  0.54862479]
Sat Aug 24 07:01:04 2024,142,0.18701914836982622,[-2.81358245  2.23435095 -2.11142168 -0.11928262  0.54791898]
Sat Aug 24 07:02:15 2024,143,0.1871061186472613,[-2.81328732  2.23464607 -2.1117168  -0.11957774  0.5482141 ]
Sat Aug 24 07:03:26 2024,144,0.1816516679064669,[-2.812656    2.23401475 -2.11234812 -0.12020906  0.54758278]
Sat Aug 24 07:04:36 2024,145,0.18719925878376512,[-2.81216286  2.23450789 -2.11284126 -0.11971592  0.54807592]
Sat Aug 24 07:05:47 2024,146,0.18505271181207658,[-2.81172472  2.23406976 -2.11240313 -0.11927779  0.54851405]
Sat Aug 24 07:06:58 2024,147,0.18723214486768913,[-2.81101659  2.23477789 -2.11311126 -0.11998592  0.54922219]
Sat Aug 24 07:08:08 2024,148,0.18395645632142127,[-2.81059469  2.23519979 -2.11268937 -0.12040782  0.54880029]
Sat Aug 24 07:09:20 2024,149,0.18358262696471914,[-2.80988416  2.23591032 -2.1133999  -0.12111835  0.54951083]
Sat Aug 24 07:10:32 2024,150,0.18643889612933995,[-2.80924001  2.23655447 -2.11275575 -0.1204742   0.54886667]
Sat Aug 24 07:11:43 2024,151,0.1872516026617381,[-2.80911683  2.23643129 -2.11287893 -0.12059737  0.54898985]
Sat Aug 24 07:12:55 2024,152,0.1875183324959344,[-2.80846682  2.2370813  -2.11222892 -0.11994736  0.54833984]
Sat Aug 24 07:14:07 2024,153,0.18398918180420848,[-2.80749296  2.23805517 -2.11125505 -0.1189735   0.54736598]
Sat Aug 24 07:15:18 2024,154,0.1884855823334492,[-2.80653874  2.23710095 -2.11030084 -0.11992771  0.54832019]
Sat Aug 24 07:16:29 2024,155,0.18622861265879764,[-2.8058086   2.23637081 -2.11103097 -0.11919757  0.54759005]
Sat Aug 24 07:17:40 2024,156,0.18500275864752871,[-2.80552221  2.23608442 -2.11074458 -0.11891118  0.54730366]
Sat Aug 24 07:18:50 2024,157,0.1866060092474307,[-2.80543458  2.23617205 -2.11083222 -0.11882355  0.54739129]
Sat Aug 24 07:20:01 2024,158,0.18353697653378917,[-2.8052994   2.23603687 -2.1109674  -0.11868837  0.54752647]
Sat Aug 24 07:21:12 2024,159,0.18814473269367032,[-2.80466824  2.23540571 -2.11159856 -0.11805721  0.54815763]
Sat Aug 24 07:22:23 2024,160,0.18215538459380315,[-2.8043455   2.23572845 -2.11127582 -0.11773447  0.54848037]
Sat Aug 24 07:23:34 2024,161,0.18015981075561785,[-2.80383162  2.23624234 -2.11076193 -0.11722059  0.54796648]
Sat Aug 24 07:24:45 2024,162,0.18613145379588003,[-2.80382553  2.23624843 -2.11076803 -0.11722668  0.54796039]
Sat Aug 24 07:25:56 2024,163,0.1861557929796622,[-2.8033096   2.23676435 -2.1102521  -0.11774261  0.54744447]
Sat Aug 24 07:27:08 2024,164,0.18624661646712076,[-2.80338077  2.23683553 -2.11018092 -0.11781378  0.54737329]
Sat Aug 24 07:28:19 2024,165,0.1847546122680072,[-2.80298102  2.23723528 -2.11058068 -0.11821354  0.54697354]
Sat Aug 24 07:29:30 2024,166,0.1901244627916112,[-2.80188628  2.23614054 -2.10948594 -0.11930828  0.54806827]
Sat Aug 24 07:30:42 2024,167,0.1860123857282865,[-2.80198448  2.23623875 -2.10938774 -0.11940648  0.54797007]
Sat Aug 24 07:31:53 2024,168,0.1833637222583169,[-2.80209743  2.23635169 -2.10927479 -0.11951943  0.54785712]
Sat Aug 24 07:33:04 2024,169,0.18702744509021715,[-2.80194597  2.23650315 -2.10942625 -0.11936797  0.54800858]
Sat Aug 24 07:34:15 2024,170,0.18437433521929344,[-2.80199067  2.23645845 -2.10938155 -0.11932327  0.54805328]
Sat Aug 24 07:35:26 2024,171,0.18803596164350997,[-2.80178964  2.23625742 -2.10918052 -0.11952431  0.54785224]
Sat Aug 24 07:36:37 2024,172,0.1858737730461209,[-2.80139855  2.23586633 -2.10957161 -0.11913322  0.54746116]
Sat Aug 24 07:37:49 2024,173,0.18784553275148322,[-2.80067478  2.23514256 -2.10884784 -0.11840945  0.54673739]
Sat Aug 24 07:38:59 2024,174,0.18727917421616475,[-2.80013784  2.2356795  -2.1083109  -0.11787251  0.54620045]
Sat Aug 24 07:40:11 2024,175,0.1810211260009262,[-2.79902134  2.234563   -2.1094274  -0.11898901  0.54508395]
Sat Aug 24 07:41:21 2024,176,0.18587877099003952,[-2.79844485  2.2351395  -2.1088509  -0.1195655   0.54450746]
Sat Aug 24 07:42:32 2024,177,0.1876417442464396,[-2.79867709  2.23490726 -2.10908314 -0.11979775  0.54427522]
Sat Aug 24 07:43:43 2024,178,0.18825364240916095,[-2.79803562  2.23554873 -2.10844167 -0.12043922  0.54363374]
Sat Aug 24 07:44:54 2024,179,0.18967248175853718,[-2.79711364  2.2364707  -2.10751969 -0.12136119  0.54455572]
Sat Aug 24 07:46:05 2024,180,0.1847391477008596,[-2.79652528  2.23588234 -2.10810806 -0.12077283  0.54396735]
Sat Aug 24 07:47:15 2024,181,0.184976656860609,[-2.79557665  2.23683096 -2.10715944 -0.12172145  0.54301873]
Sat Aug 24 07:48:27 2024,182,0.18184010608400958,[-2.79454138  2.23786623 -2.10612417 -0.12275672  0.544054  ]
Sat Aug 24 07:49:38 2024,183,0.18677675493128362,[-2.79427752  2.23813009 -2.1058603  -0.12249286  0.54379014]
Sat Aug 24 07:50:48 2024,184,0.18960120507297792,[-2.79381266  2.23766524 -2.10539545 -0.12295771  0.54425499]
Sat Aug 24 07:52:00 2024,185,0.1826600921577814,[-2.79341116  2.23806675 -2.10499395 -0.12335921  0.54385349]
Sat Aug 24 07:53:10 2024,186,0.18515996959641018,[-2.79300864  2.23766422 -2.10459142 -0.12295669  0.54425601]
Sat Aug 24 07:54:21 2024,187,0.19102198523001998,[-2.79293436  2.23758994 -2.10451714 -0.12288241  0.54418173]
Sat Aug 24 07:55:32 2024,188,0.1889836521344131,[-2.79227277  2.23692836 -2.10385556 -0.12222083  0.54484331]
Sat Aug 24 07:56:43 2024,189,0.1809789664339886,[-2.79162128  2.23627686 -2.10450706 -0.12287232  0.54549481]
Sat Aug 24 07:57:53 2024,190,0.18822255866656706,[-2.79018672  2.23771142 -2.10594162 -0.12143777  0.54406025]
Sat Aug 24 07:59:04 2024,191,0.1827613867062507,[-2.78888397  2.23901417 -2.10463887 -0.12013501  0.545363  ]
Sat Aug 24 08:00:15 2024,192,0.17947895206544762,[-2.78756297  2.23769317 -2.10331787 -0.12145602  0.544042  ]
Sat Aug 24 08:01:25 2024,193,0.1888000207020368,[-2.7874453   2.23781084 -2.1032002  -0.12157368  0.54392433]
